node,count,count_rescaled,cluster,AI_summary,cluster_name
자사주,4,20.566037735849054,3,"신세계가 자사주를 위해 40만주를 매입한 것으로 나타났으며, 투입한 금액은 838억4523만원으로 배당금 총액의 2.3배에 달합니다. 그러나 신세계는 자사주 취득 후에 소각할지 아니면 다른 용도로 활용할지에 대해서는 아직 구체적인 방향을 밝히지 않고 있습니다. 금융당국은 현행 자사주 제도가 대주주의 지배력 확대에 악용될 수 있다는 비판에 대해 자사주 제도 개선에 나서고 있습니다. 자기주식 제도 개선을 위한 다양한 정책 방안을 검토할 것이라고 김소영 금융위원회 부위원장이 밝혔습니다. 그러나 자사주 강제소각이 시행되면 경영권 방어 어려움과 기업 재산권 침해, 위헌 소지 등의 문제가 발생할 수 있으며, 주가도 급락할 것으로 전망됩니다. 라이온켐텍 주가는 자사주 소각 소식에 20% 급등했으며, 소각 예정일은 12일이며 예정 금액은 80억여원입니다.",금융 테마
자산시장,4,20.566037735849054,3,"올해 자산시장에서 세금 걷힘이 줄어들어 9조원에 가까운 세금이 덜 걷혔습니다. 4월까지 걷힌 법인세는 35조6000억원으로 1년 전보다 15조8000억원 적습니다. 자산세 중 양도소득세가 가장 심각한 세목으로 5조9000억원으로 지난해보다 55.0% 감소했습니다. 부동산 관련 세금과 증권거래세, 농어촌특별세 등 자산 관련 세금이 존재합니다. 자산시장에서 세금 걷힘이 줄어들어 세수 펑크에 상당한 역할을 합니다. 상속증여세 역시 올해는 6조원이 걷혔으며 부동산 거래량의 감소가 영향을 미친 것으로 보입니다.",금융 테마
자산운용사,11,24.52830188679245,3,"올해 1분기 자산운용사의 영업이익은 4200억원을 넘었고, 투자일임계약고는 1.2% 감소했습니다. 수수료수익은 전 분기 대비 5.6% 감소하여 8912억원이었고, 금감원은 시장 불확실성이 호전되어 영업이익 개선에 영향을 준 것으로 분석했습니다. 그러나 운용 성과보수 등 수수료 수익은 아직 감소하는 추세로, 금융시장 변동성에 대비해 재무와 손익현황을 정기적으로 점검하고 모니터링할 예정입니다. 올해 1분기 자산운용사들의 당기순이익은 전년 동기 대비 17% 증가했지만, 작년 4분기의 일회성 이익을 제외하면 7.8% 증가한 것으로 나타났습니다. 영업이익은 전년 동기 대비 5.6% 증가하여 4134억원이었고, 전 분기에 비해 280% 증가했습니다.",금융 테마
조선,19,29.056603773584904,3,"조선업계에서는 카타르에너지의 액화천연가스(LNG)선 40여척에 대한 2차 발주가 본격화되면서 수주 기대감이 높아지고 있다. 하지만 국내 조선 3사의 상반기 수주 실적은 명암이 엇갈리는 양상을 보이고 있다. HD한국조선해양은 올해 가장 좋은 수주 실적을 기록하며 연간 수주 목표의 72.6%를 달성했다. 한국 조선사들은 일감을 충분히 확보한 만큼 고부가가치 선박 위주로 계약을 맺고 있으며, 클락슨 신조선가지수도 상승하고 있다. 조선업계는 탈탄소 시대에 LNG와 메탄올을 활용한 선박을 개발하여 글로벌 시장을 선도하고 있으며, 향후 국내 조선사들은 LNG선을 필두로 메탄올, 수소, 암모니아 등 다양한 솔루션에도 적극 나설 것으로 전망된다. 환경 규제에 따른 노선 폐선 증가로 인해 친환경 선박의 수요가 증가하고 있어 발주가 더욱 증가할 것으로 예상된다.",금융 테마
주식,12,25.09433962264151,3,"노무라와 모건 스탠리는 중국 주식 전망을 낮추며 MSCI 중국 지수의 상승 목표를 낮췄다. 골드만 삭스와 함께 시장 평가와 수익 목표를 인하한 두 기업은 중국 주식 시장의 고립된 경제 회복 기간과 지정학적 긴장감 때문에 낙관적이지 않은 전망을 제시하고 있다. 

라이온켐텍은 자기주식 소각을 결정하면서 주가가 상승했다. 소각 예정 금액은 지난 1일 종가를 기준으로 책정되었으며, 소각할 주식의 수는 회사의 발행 주식 총수의 약 4.98%에 해당한다. 회사는 자기주식 소각을 통해 주주가치를 제고하기 위한 것이라고 설명했다. 

일본 니케이 지수는 월스트리트의 상승과 일본은행의 완화적 통화정책 기대감으로 3만 2000선을 넘어섰다. 이에 따라 패스트 리테일링과 소프트뱅크 그룹이 상승하며 니케이 지수에 큰 지지를 제공했다. 일본은행의 초저금리 정책 유지 기대로 국내 주식에 대한 투자도 계속되고 있다.",금융 테마
LCC,5,21.132075471698112,4,"에어부산은 영국의 스카이트랙스가 발표한 서비스품질 평가에서 4성을 받아 국내 LCC 중 유일하게 높은 평가를 받았습니다. 이번 평가는 심사위원이 일반 고객으로 가장해 항공편에 탑승한 후 기내 편의성과 서비스 품질 등을 평가하고 등급을 부여하는 방식으로 진행되었습니다. 에어부산은 차세대 항공기 도입, 서비스 품질 제고, 기내 청결 등에서 높은 평가를 받았으며, 전반적인 부문에서 뛰어난 평가를 받았습니다. 에어부산은 A321NEO, A321LR과 같은 차세대 항공기를 도입하여 기내 편의성을 확대하고 노후 항공기를 반납함으로써 안전성과 이용 편의를 제고하였습니다. 또한 정기적인 서비스 점검 및 관리·개선, 공항 라운지 운영, 기내 특화 서비스 시행 등을 통해 고객 편의를 제공하고 있습니다.",항공
원화강세수혜주,3,20.0,4,원화강세수혜주에 대한 이슈와 전망에 관한 내용이 없어서 요약할 수 없습니다.,항공
항공,10,23.9622641509434,4,"Surf Air Mobility는 2022년에 회사의 매출이 거의 72% 증가한 것으로 미국 증권거래위원회에 제출한 파일에서 확인됐습니다. 이 전기 항공 및 지역 항공 여행 회사는 뉴욕에서 주식 상장을 위해 미국 증권거래위원회에 제출한 보고서에서 이를 밝혔습니다. 회사는 Surf Air 유닛이 작년과 비교하여 12월 31일까지의 연간 수익이 2,027만 달러로, 이전 연도의 1,180만 달러 대비 증가했다고 밝혔습니다.
조원태 한진그룹 회장이 아시아나항공의 인수·합병에 대해 ""포기해야 할 것이 무엇이든 간에 반드시 해낼 것""이라고 강력한 의지를 드러냈습니다. 실제로 대한항공은 영국 버진애틀랜틱 항공사에 영국 노선 7개를 넘겼습니다. 대한항공은 이에 슬롯 반납이 일반적인 합병 수순이며, 파산 위기를 맞은 아시아나항공과 한국 항공업계의 생존을 위해 인수·합병이 불가피하다는 입장입니다.
이스탄불서 블룸버그 인터뷰규제당국에 양보의사 내비쳐조원태 한진그룹 회장(사진)이 대한항공과 아시아나항공 간 합병 성사를 위해 해외 규제 당국의 요구를 최대한 수용하겠다는 의사를 밝혔습니다. 이들 해외 당국에선 한국과 자국 공항 노선 간 경쟁체제를 유지할 것을 요구하고 있는데 대한항공과 아시아나항공을 제외하면 미국·EU 주요 도시 노선에 동시 취항할 수 있는 역량을 갖춘 국내 항공사는 거의 없는 상황입니다.
따라서 대한항공이 에어프레미아, 티웨이항공 등 장거리 운항이 가능한 대형기를 속속 확보하고 있는 항공사들의 미국·EU 노선 진입을 돕고 일부 슬롯은 반납해 독점 우려 해소에 나설 것이란 전망이 나옵니다. 지난 2020년 11월부터 아시아나 인수합병을 추진중인 대한항공은 한국을 포함한 총 14개국에 기업결합 신고를했으며, 현재 EU과 미국, 일본의 승인을 남겨두고 있습니다.",항공
항공기부품,24,31.88679245283019,4,"한진그룹 회장 조원태는 대한항공과 아시아나항공의 합병을 위해 규제 당국에 양보할 의사를 내비쳤다. 조 회장은 ""무엇을 포기하든 합병을 추진할 것""이라고 강조했다. 그러나 미국, 유럽연합, 일본의 규제 당국은 합병 후 독점적인 지위로 시장 경쟁력을 훼손할 수 있다는 우려를 표명했다. 대한항공은 합병 계획을 발표했지만, 난관에 부딪혔다. 한국산 경공격기 FA-50 1호기가 폴란드로 수출되었다. 폴란드 부총리 겸 국방장관은 ""FA-50GF의 빠른 출고로 폴란드 전력의 조기 보강 및 현대화가 가능해졌다""며 국방 협력을 강조했다. Airbus는 인도 최대 항공사 인디고에 A320 계열 항공기 500대를 판매할 가능성이 있다고 소식통들이 전했다. 이는 기록적인 거래로 평가되며, Airbus와 Boeing은 같은 항공사에 대해 와이드 바디 비행기 25대의 판매 협상에서 경쟁하고 있다.",항공
환율하락,56,60.0,4,"미국 연방준비제도(Fed·연준)의 금리 동결 기대감에 미국 증시가 강세를 보이자 한국 증시도 강보합 중입니다.
상하이종합지수 12개월 주가수익비율(PER)은 10.7배로 팬데믹 이후 평균 11.7배를 하회하는 저평가 영역입니다.
신한투자증권 연구원은 ""2분기 주도주 역할을 역임하던 디지털경제(IDC+AI), 국유기업 재평가 테마 역시 변동성이 확대되며 수급 이탈이 확인됐다""며 ""가격 매력은 증시 하방을 지지하는 요인이나 추세 반전을 이끌기에는 부족해 결국 강한 부양책을 통한 경기 모멘텀 개선이 필요하다""고 말했습니다.
외국인 자금유입·당국 시장개입 한몫무역수지 개선땐 원화 추가절상 관측미국 연방준비제도(Fed·연준)가 금리를 동결할 것이라는 기대감에 위험 선호 심리가 되살아나면서 원·달러 환율이 장중 한때 1300원 아래로 떨어졌습니다.
다만 환율 수준 자체가 과거보다 높아졌다는 분석이 나오는 만큼 당분간 1300원 안팎에서 오르내리는 흐름이 예상된다는 게 전문가들의 대체적인 견해다.",항공
건강기능식품,5,21.132075471698112,2,"유유제약이 건강기능식품 온라인 유통·판매 계열사인 유유건강생활을 흡수 합병한다고 밝혔습니다. 합병을 통해 매출 증대 등 경쟁력 강화를 기대하고 있다. 유유건강생활은 체지방 감소 건강기능식품을 주력으로 온라인으로 다양한 상품을 판매하고 있으며, 포모라인L112는 프리미엄 다이어트 아이템으로 입지를 굳혔습니다. 유유제약은 자사의 유통망과 유유건강생활의 온라인 유통·판매 채널을 통합하여 기업 경쟁력을 강화하고자 합병을 추진하고 있습니다. 이번 합병으로 유유제약의 지분은 늘어나게 됩니다.",기술 및 산업 클러스터
바이오,25,32.45283018867924,2,"삼성바이오로직스는 제2바이오캠퍼스의 전체 마스터플랜을 공개하며 국내 생산 시설을 최적화할 계획이다. 이는 정부의 바이오 분야 지정과 세제 혜택 확대 가능성에 의해 영향을 받았다. 삼성바이오로직스는 CDMO 시장에서 경쟁사들을 앞서고 있으며, 4공장이 이미 선주문을 확보하고 있어 5공장 준공 및 가동 시기를 앞당기고 있다. 삼성바이오로직스는 5공장이 완성되면 생산 능력이 총 78만4000ℓ가 될 것으로 예상된다. 바이오솔루션의 전환사채 투자는 장기전이 불가피한 전망이다. 이로 인해 바이오솔루션의 주가는 크게 하락하였고, CB 만기이자율이 1%로 낮아 투자금 회수가 어려울 것으로 예상된다.",기술 및 산업 클러스터
바이오인식,7,22.264150943396228,2,"1. 강원도와 강릉시는 파마리서치바이오와 협력하여 보툴리눔 톡신 제품 개발 및 바이오산업 성장을 위한 투자협약을 체결했습니다.
2. 삼성바이오로직스는 제5공장의 가동 시기를 앞당기고 글로벌 바이오 기업으로 성장하기 위해 수주 계약과 생산능력 강화에 집중하고 있습니다.
3. 프록시헬스케어는 일본 기업과 업무협약을 체결하여 트로마츠 칫솔의 일본 시장 확대와 수출 계약을 성사시켰습니다.
4. 파마리서치바이오는 보툴리눔 톡신을 기반으로 한 제품 개발과 의약기반 미용 제품 개발을 통해 세계적인 바이오 기업으로 성장하고 있습니다.
5. 삼성바이오로직스와 프록시헬스케어는 각각 글로벌 바이오 기업으로의 도약과 일본 시장에서의 판매 확대를 위해 노력하고 있습니다.",기술 및 산업 클러스터
세포주,3,20.0,2,"마티카바이오가 세포주 플랫폼 마티맥스를 개발하고 CDMO 계약을 체결하고 있으며, 미래에도 다양한 사업영역을 확장할 계획이다. 마티맥스는 세포 분열시간을 단축시키고 형질주입 효율성을 개선하여 고객사들의 CGT 개발을 지원할 수 있다. 차바이오텍은 마티카 바이오를 설립하여 미국 CDMO 시장에 진출하였고, 이미 세포주를 사용한 계약을 체결하였다. 마티카 바이오는 세포·유전자치료제 CDMO 매출을 늘리기 위해 마티맥스를 활용하여 고객사들에게 안정적이고 빠른 개발을 지원할 것이다. 한편, 차바이오텍은 미국에 CDMO 시설을 갖추었으며, 미국에서 유일한 한국 기업이다.",기술 및 산업 클러스터
약제조업체,19,29.056603773584904,2,"대웅제약은 미국·캐나다 시장에서의 펙수프라잔 임상 개발과 상업화에 대한 독점권 라이선스 계약을 양사 합의하에 종료했다고 밝혔습니다. 이로써 대웅제약은 미국과 캐나다에서 펙수프라잔에 대한 모든 권리를 회수하게 되었습니다. 뉴로가스트릭스는 파이프라인 재평가를 통해 펙수프라잔의 개발이 더 이상 전략적 사업 계획에 부합하지 않는다고 판단해 계약 종료를 합의했습니다. 약제조업체 Mallinckrodt plc는 일부 금융기관들이 회사에 다른 파산신청을 고려하도록 제안했다고 밝혔습니다. 회사는 지난해 파산 재편 계획의 일환으로 17억 달러에 달하는 합의액을 도출했고, 제11장에서 벗어났습니다. 약제 제조업체 Mallinckrodt plc는 일부 채권자들이 회사가 2억 달러의 오피오이드 합의금을 지불해야 하는 마감 기한이 다가오면 다시 파산 신청을 고려해보기를 제안했다고 밝혔습니다.",기술 및 산업 클러스터
엔터테인먼트,19,29.056603773584904,2,"하이브는 BTS의 공백기에도 신규 아티스트들의 약진으로 1분기 호실적을 기록했다. 하이브의 1분기 매출액과 영업이익은 전년 대비 44%와 42% 급증했다. 엔터사들의 목표주가는 꾸준히 상향되고 있으며, 하이브에 대한 종목 보고서를 발간한 13곳의 증권사 중 12곳이 목표 주가를 상향했다. 코스닥시장에서는 외국인과 기관이 매수세를 보이고 있으며, 2차전지주들의 강세가 뚜렷하다. 판타지오는 배우 이영애를 출연시키고 대규모 드라마 제작에 나섰다. 판타지오는 최근 제작 드라마와 소속 배우의 출연으로 안정적인 행보를 보여주고 있다. 판타지오는 대작 수준의 드라마 제작에 나서며 글로벌 종합 엔터테인먼트 기업으로서의 실력과 면모를 탄탄하게 갖추고 있다.",기술 및 산업 클러스터
자율주행,13,25.660377358490567,2,"두산밥캣은 해외 소프트웨어 기업들과의 협약을 체결하며 자율주행 기술 개발에 속도를 내고 있습니다. 이를 통해 고객들에게 생산적이고 효율적인 일에 집중할 수 있는 스마트 솔루션을 제공할 계획입니다. 전세계 자율주행 농업용 장비 시장은 성장세를 보이며, 향후 5년간 연평균 21% 성장할 것으로 예측됩니다. 이에 두산밥캣은 농업, 조경, 건설, 물류 등 다양한 분야의 장비에 자동화 기술을 확대 적용할 예정입니다.",기술 및 산업 클러스터
카카오,7,22.264150943396228,2,"카카오와 NAVER 등 개인이 다수 보유한 종목은 아직도 투자자 90% 이상이 물려있는 상태입니다. 해당 증권사 계좌를 보유한 투자자들이 가장 많이 보유한 종목은 삼성전자입니다. 카카오스타일은 올해 1분기 매출액이 전년 대비 70% 이상 증가했으며, 지그재그의 외형 성장이 이를 이끌었습니다. 1분기 지그재그 거래액은 전년 대비 15% 가량 증가하고, 이용자 트래픽도 약 20% 성장한 것으로 나타났습니다. 영업 손실액은 대폭 축소되어 전년 대비 절반 이상 줄었고, 매출액 대비 영업 손실 비중도 50%P 이상 개선된 것으로 조사됐습니다. 카카오스타일은 카테고리 확장과 빠른 배송 서비스, 포트폴리오 다변화 전략 등으로 매출과 수익성을 개선했습니다.",기술 및 산업 클러스터
클라우드,5,21.132075471698112,2,"쌍용정보통신은 정부의 관급기관 사업 입찰참가자격 제한에 따른 소송을 포기하고, 새로운 사업 비전을 도모합니다. 이로 인해 클라우드를 필두로 하는 디지털 전환 사업에서의 성과를 내고, 민간 기업을 대상으로 하는 사업 비중도 많이 늘어났습니다. 틸론은 공모가 조정을 통해 코스닥 시장 이전 상장을 재개하며, 공모로 최대 168억원의 자금을 조달하여 신규 제품 개발, 해외시장 개척, B2C 서비스 플랫폼 투자 등에 활용할 계획입니다.",기술 및 산업 클러스터
하이패스,5,21.132075471698112,2,아이엘사이언스의 자회사 아이트로닉스가 한국도로공사의 125억원 규모 2023년 하이패스 시스템 제조구매 사업을 수주했습니다. 이는 올해 연말까지 구축이 완료될 예정입니다. 아이트로닉스는 하이패스 시스템 구축사업 외에도 한국도로공사에서 ITS 설비의 성능평가 데이터 수집과 자율주행 관련 5G 기반 C-V2X 통신과의 혁신기술 역량을 보유하고 있습니다. 아이트로닉스 관계자는 무선통신 기반 하이패스 기술을 고도화시켜 자율주행 상용화에 기여하겠다고 밝혔습니다.,기술 및 산업 클러스터
경기 회복,11,24.52830188679245,1,"동행지수와 선행지수가 반대 방향으로 움직이는 가운데, 소비와 고용은 선전하고 수출과 투자는 부진한 상황이 지속되고 있다. 이러한 추세가 유지된다면, 동행지수와 선행지수가 따로 움직이는 양상은 앞으로도 계속될 가능성이 높다. 미 경제는 연준의 고강도 긴축에도 소비와 고용지표가 견조하며, 임금 상승세도 지속되고 있다. 또한 미국인들의 초과저축과 공급자 우위 시장의 존속으로 인해 경기 침체 가능성은 전혀 없다고 평가되고 있다. 미 경제가 기대 이상의 회복력을 보이면서 침체를 걱정하기 이르다는 주장이 나왔다. 그러나 연준이 추가 금리 인상을 통해 경기를 침체시킬 수 있다는 우려도 나오고 있다. 따라서 올해 하반기와 내년 초에는 완만한 경기 침체가 예상되고 있다.",경기 관련주
경기침체,15,26.79245283018868,1,"미국 연방준비제도(연준·Fed)는 경기침체의 징후가 보이지 않지만, 추가 금리 인상이 필요할 수도 있다는 월스트리트저널 분석을 전하고 있다. 하지만 미국 경제의 회복력은 연준의 금리 인상 계획을 복잡하게 만들고 있으며, 하반기 금리 인상 가능성이 높아질 수 있다고 WSJ는 전망했다. 미국 뉴욕 증시는 하락세를 보이며, 다우존스 30 산업평균지수는 0.59% 하락한 3만3562.86으로 마감했고, S&P 500 지수는 0.20% 하락한 4273.79를 기록했다. 이날 발표된 미국의 5월 비제조업 구매관리자지수(PMI)는 50.3으로 전월 대비 1.6포인트 하락하여 경기에 대한 우려를 키웠다. 이에 따라 뉴욕 증시는 숨 고르는 장세를 보이고 있다.",경기 관련주
대표주,25,32.45283018867924,1,"프로텍은 프로텍은 장중 상한가에 진입하여 강세를 보이고 있습니다. 반면에 전일 하락한 것과 비교하면 상승세를 보이고 있습니다. 이러한 추세가 지속되면 프로텍의 주가는 더욱 상승할 것으로 전망됩니다. 

미국 뉴욕 증시는 경기민감주를 중심으로 매수세가 유입되어 반등했습니다. 다우존스 산업지수와 S&P 500 지수는 상승하였으며, 나스닥 종합지수도 오른 것으로 나타났습니다. 이러한 상황에서 대표주인 반도체주의 전망도 긍정적으로 보입니다. 

코스피는 기관의 대량 매수로 인해 장을 마감하였습니다. 이 중에서도 외국인이 삼성전자와 SK하이닉스를 대량 매도한 것으로 나타났습니다. 이는 외국인의 반도체 차익 매물 압력이 확대된 것으로 해석됩니다. 이로 인해 코스피의 상승은 제한을 받을 수 있으며, 상승 부담에 따른 매물 소화 과정을 거치며 상승 탄력이 둔화될 것으로 분석되었습니다. 

유가증권시장에서는 반도체주와 자동차주가 하락한 반면에 다른 종목들은 대부분 상승한 것으로 나타났습니다. 이에 따라 대표주인 반도체주의 주가 전망은 불확실한 상황이 될 수 있습니다.",경기 관련주
디스플레이,7,22.264150943396228,1,"힘스는 삼성디스플레이와 53억6460만원 규모의 디스플레이 제조장비 공급계약을 체결했습니다. 계약금액은 최근 매출액 대비 17.01%로, 공급기간은 2023년 6월 5일부터 2024년 3월 31일까지 300일입니다. 또한, 힘스는 삼성디스플레이와 60억3980만원 규모의 디스플레이 제조장비 공급계약을 체결했습니다. 이번 공급계약 금액은 최근 매출액 대비 19.15%로, 공급기간은 2023년 6월 2일부터 2024년 6월 30일까지 394일입니다. 힘스의 디스플레이 제조장비 공급계약은 지속적으로 진행되고 있습니다.",경기 관련주
