node1,node2,weight,weight_rescaled
바이오,전기차,0.4405313133286634,1
바이오,콜드체인,0.5742773485999274,5
반도체,배터리,0.45481888815370625,1
반도체,엔비디아,0.44013603310484456,1
반도체,인플레이션,0.5030882020882974,5
반도체,전기차,0.4462385804170139,1
반도체,증시,0.5195590099656269,5
반도체,환율하락,0.48690682161048104,1
배터리,에너지저장장치,0.44895595104292546,1
배터리,이차전지,0.5325477041855218,5
배터리,자동차 대표주,0.41131834953102053,1
배터리,전구체,0.6003213602890822,10
배터리,전기차,0.5606996444392609,5
배터리,폴리우레탄,0.4498871318716724,1
배터리,화학,0.47215700801418836,1
보험,주식,0.4748982378002578,1
보험,증권,0.47972796333136647,1
부동산,중국,0.4476014950630436,1
부동산,중국 기업,0.4684402507280205,1
북한 광물자원개발,원유,0.45598638880141007,1
북한 광물자원개발,철강,0.43782526190595694,1
빅테크,엔비디아,0.48477232459840947,1
소매유통,수출,0.41541496055579114,1
수출,업,0.4412856248175997,1
수출,철강,0.46237104486474223,1
신신제약 대웅제약,신약,0.4628881770003882,1
신신제약 대웅제약,알츠하이머,0.4131122787385495,1
신약,알츠하이머,0.41842467389800675,1
신약,의료기기,0.4533749363876838,1
알츠하이머,콜드체인,0.41705223933597385,1
에너지저장장치,이차전지,0.46252886480491595,1
에너지저장장치,전구체,0.6264348867480056,10
에너지저장장치,전력,0.4698643481181901,1
에너지저장장치,태양광,0.5127096474271485,5
엔비디아,파운드리,0.48843531542886603,1
원유,화학,0.46618560733310466,1
원화강세수혜주,조선,0.46403771227843604,1
원화강세수혜주,항공기부품,0.5192428990484458,5
원화강세수혜주,환율하락,0.5257055726816712,5
의약품유통,콜드체인,0.47637800749946924,1
이차전지,전구체,0.5934203103350797,5
이차전지,탄산,0.45225714318879157,1
이차전지,태양광,0.4171487204818167,1
이차전지,폴리우레탄,0.5621277553959569,5
이차전지,화학,0.5055933219711027,5
인수목적회사,자사주,0.49700072761973635,1
인수목적회사,테크놀로지,0.5049916353375037,5
인플레이션,환율하락,0.6017236552558776,10
자동차 대표주,전기차,0.49517038763121063,1
자본 리쇼어링,재벌,0.42375189989887585,1
자본 리쇼어링,주식,0.4424019023340624,1
자본 리쇼어링,증권,0.46050338541082925,1
자본 리쇼어링,테크놀로지,0.413731529280613,1
자사주,주식수 변동,0.4971496449823388,1
자사주,테크놀로지,0.4883600428937913,1
전구체,탄산,0.41569664686795615,1
전구체,폴리우레탄,0.5300907297542374,5
전구체,화학,0.44098922698065646,1
전기차,화학,0.41800551731276653,1
전력,태양광,0.4837990878947195,1
전력,화학,0.47645857167037864,1
조선,테크놀로지,0.47240066394996,1
주식,주식수 변동,0.44620664565578316,1
주식,증권,0.584643562196765,5
중국,중국 기업,0.4232212434683727,1
증권,코스닥,0.41903718609998747,1
증시,코스닥,0.549439384970012,5
철강,폴리우레탄,0.4327867561785327,1
탄산,폴리우레탄,0.5312314626885565,5
탄산,화학,0.609437154414371,10
폴리우레탄,화학,0.5071920264189941,5
해저케이블,해저터널,0.826516846894465,10
